    TIMESTAMP,TOKEN0_SYMBOL,TOKEN1_SYMBOL,AMOUNT0,AMOUNT1,AMOUNT_USD,PRICE,TICK,FEE_TIER,LIQUIDITY
1641061596000,USDC,WETH,453.186889,-0.120710632468498248,453.141881049922913780137752359179,3754.32,194018,500,1966685670725897590
1641061619000,USDC,WETH,-3602.983632,0.962843288142202054,3608.545901547337158654976427929626,3742.02,194041,500,1966685670725897590
1641061619000,USDC,WETH,-252582.659874,67.460971086269130034,252901.3659810267283551186971661088,3744.13,194041,500,1966685670725897590
1641061619000,USDC,WETH,-260785.991094,69.570822378546182656,260962.7781505763991316128223078722,3748.50,194029,500,1966685670725897590
1641061663000,USDC,WETH,3939.700713,-1.051772649447668441,3943.806125479360573452240064845337,3745.77,194041,500,1966685670725897590
1641061716000,USDC,WETH,315048.431411,-84.048447110163256813,315265.4510703755650899783889401665,3748.41,194026,500,1966685670725897590
1641061734000,USDC,WETH,5000,-1.332925379956360927,5001.61827224399521028262426535013,3751.15,194026,500,1966685670725897590
1641061791000,USDC,WETH,-27685.604396,7.388337060848868042,27709.14405842892910019839440859547,3747.20,194027,500,1966685670725897590
1641061805000,USDC,WETH,11540,-3.077591102201375884,11545.98585152197904080845496983453,3749.69,194030,500,1966685670725897590
1641061805000,USDC,WETH,-66073.542307,17.636527970092834044,66136.79407479135229461693052013825,3746.40,194030,500,1966685670725897590
1641061805000,USDC,WETH,-27527.169284,7.34880827601776628,27555.73935594641340665020137899165,3745.80,194031,500,1966685670725897590
1641061901000,USDC,WETH,-45013.768963,12.021799253944576146,45069.25228629157956670972201754761,3744.35,194035,500,1966685670725897590
1641061901000,USDC,WETH,-48839.862939,13.040837854502567717,48894.81862579592425767738472059915,3745.15,194033,500,1966685670725897590
1641061923000,USDC,WETH,-4683.565376,1.25097879440465208,4689.604597111595287362142435809417,3743.92,194036,500,1966685670725897590
1641061960000,USDC,WETH,400,-0.106734100965914772,400.3172730168957487625934861583779,3747.63,194036,500,1966685670725897590
1641061965000,USDC,WETH,993.624426,-0.265133181249811681,994.4109689141702834817593651581675,3747.64,194036,500,1966685670725897590
1641061985000,USDC,WETH,500,-0.133416747301591032,500.3949417513130935938277740016245,3747.66,194036,500,1966685670725897590
1641061985000,USDC,WETH,-4604.964583,1.23,4610.931452368144539415658473928052,3743.87,194036,500,1966685670725897590
1641061992000,USDC,WETH,4409.790992,-1.17669149801368624,4413.295903471848754316236787694248,3747.62,194036,500,1966685670725897590
1641062016000,USDC,WETH,2105.939653,-0.561932402231510937,2107.597779667440727289815055640323,3747.67,194035,500,1966685670725897590
1641062032000,USDC,WETH,15684.058486,-4.184841159446409628,15696.08864372401412330715931030245,3747.83,194035,500,1966685670725897590
1641062055000,USDC,WETH,956.86135,-0.255301313294947407,957.5770997514281422568967170368015,3747.97,194035,500,1966685670725897590
1641062067000,USDC,WETH,3363.990766,-0.897541523821185175,3366.490486666122504258027692896408,3748.01,194035,500,1966685670725897590
1641062102000,USDC,WETH,-15216.723419,4.064125,15235.86247853516091565257154093727,3744.16,194035,500,1966685670725897590
1641062115000,USDC,WETH,117,-0.031226210033526751,117.104974267469320252627524065167,3746.85,194038,500,1966685670725897590
1641062115000,USDC,WETH,-1437.728685,0.384007192433857969,1439.564408468513440085486014693849,3744.01,194035,500,1966685670725897590
1641062115000,USDC,WETH,-21905,5.85124992825435285,21934.05527390939168853364702882635,3743.64,194037,500,1966685670725897590
1641062115000,USDC,WETH,-10000,2.670999212970999421,10012.89909907510414576604140604867,3743.92,194036,500,1966685670725897590
1641062115000,USDC,WETH,-20588.047818,5.5,20616.35755515836989169603382650755,3743.28,194038,500,1966685670725897590
1641062166000,USDC,WETH,-80349.598789,21.469771599382668716,80469.0077137078399126129517688006,3742.45,194041,500,1966685670725897590
1641062172000,USDC,WETH,30092.611496,-8.03366269397076379,30123.78697124758303647310828079354,3745.81,194040,500,1966685670725897590
1641062195000,USDC,WETH,-65.225753,0.01742941268938429,65.32418796116565416195720139497885,3742.28,194040,500,1966685670725897590
1641062231000,USDC,WETH,15490.736938,-4.135123726506422149,15506.11879139000408734888129654173,3746.14,194039,500,1966685670725897590
1641062245000,USDC,WETH,19998.260866,-5.337954006042092708,20016.30451725958497518175639204322,3746.43,194038,500,1966685670725897590
1641062271000,USDC,WETH,-157063.735834,41.976785034290887854,157305.2636244336189561566713596015,3741.68,194044,500,1966685670725897590
1641062280000,USDC,WETH,19998.250838,-5.340763013900365941,20021.57087140710480315111614430147,3744.46,194044,500,1966685670725897590
1641062297000,USDC,WETH,199.307317,-0.053225294757272975,199.5359434852461030451845233266048,3744.60,194044,500,1966685670725897590
1641062339000,USDC,WETH,50000,-13.336684951999778001,50027.5470189305123002999100529419,3749.06,194031,500,1966685670725897590
1641062339000,USDC,WETH,255702.357485,-68.250663164139077393,255929.984499814550222952966443782,3746.52,194033,500,1966685670725897590
