TIMESTAMP,TOKEN0_SYMBOL,TOKEN1_SYMBOL,AMOUNT0,AMOUNT1,AMOUNT_USD,PRICE,TICK,FEE_TIER,LIQUIDITY
1648857646000,USDC,WETH,10000,-2.89386056687970964,9987.79392926689564651938111363393,3455.59,194847,500,1969224281698253950
1648857646000,USDC,WETH,-37974.25927,11,37946.48581472587685215195880508166,3452.21,194847,500,1969224281698253950
1648857670000,USDC,WETH,-809608.3445,234.657124631600788398,809253.99097734960737613718795527,3450.18,194858,500,1969224281698253950
1648857670000,USDC,WETH,17258.422737,-5,17247.10054110267129643270854776439,3451.68,194858,500,1969224281698253950
1648857717000,USDC,WETH,-855863.136538,248.315087209302360064,855921.948559986976400364432875591,3446.68,194869,500,1969224281698253950
1648857717000,USDC,WETH,-141426.431216,41.062246931213932995,141487.1942542491639131237478457804,3444.20,194871,500,1969224281698253950
1648857717000,USDC,WETH,-100554.34736,29.2,100605.646447999600371167017918944,3443.64,194872,500,1969224281698253950
1648857717000,USDC,WETH,9936.385361,-2.88235530093793093,9936.156388409381842345368517110285,3447.31,194871,500,1969224281698253950
1648857717000,USDC,WETH,-85603.53677,24.826535293151608832,85592.2343242178671437456882311975,3448.07,194859,500,1969224281698253950
1648857717000,USDC,WETH,91286.48006,-26.444289629868460874,91222.031485682502212965022422972,3452.03,194857,500,1969224281698253950
1648857717000,USDC,WETH,101798.213957,-29.493422927477827101,101733.3170004405093751474565291547,3451.56,194858,500,1969224281698253950
1648857744000,USDC,WETH,-540660.344308,157.064331395348856832,541042.772340810945736088497153345,3442.29,194879,500,1969224281698253950
1648857744000,USDC,WETH,-72255.911452,21,72323.09025093121944501737590061045,3440.76,194881,500,1969224281698253950
1648857744000,USDC,WETH,48813.903777,-14.161440165312125323,48815.29626232078966503431831542226,3446.96,194872,500,1969224281698253950
1648857763000,USDC,WETH,40821.476651,-11.852504190830522251,40839.45183237722869213198164183052,3444.12,194880,500,1969224281698253950
1648857775000,USDC,WETH,-5407.367814,1.571558612013523943,5412.387496316366074412924736997165,3440.77,194880,500,1969224281698253950
1648857775000,USDC,WETH,9456.908432,-2.745894494000218563,9461.217101790754862855529560091905,3444.02,194880,500,1969224281698253950
1648857775000,USDC,WETH,-40778.55556,11.851983682738177763,40817.09415066657516522880146091809,3440.65,194881,500,1969224281698253950
