TIMESTAMP,TOKEN0_SYMBOL,TOKEN1_SYMBOL,AMOUNT0,AMOUNT1,AMOUNT_USD,PRICE,TICK,FEE_TIER,LIQUIDITY
1685145635000,USDC,WETH,1482.815876,-0.81003955429044934,1483.461301040169630955986629153756,1830.55,201201,500,1731675825970620529
1685145647000,USDC,WETH,517.150447,-0.282510775218974861,517.3750188136464751672604670625955,1830.55,201201,500,1731675825970620529
1685145647000,USDC,WETH,-365.744283,0.2,366.0862473075041976045500175529453,1828.72,201201,500,1731675825970620529
1685145683000,USDC,WETH,3390.162446,-1.851983807173657351,3391.629009006494546642598584535036,1830.56,201201,500,1731675825970620529
1685145695000,USDC,WETH,-90892.850115,49.707321162840661704,90981.8370521814079118872578487119,1828.56,201203,500,1731675825970620529
1685145695000,USDC,WETH,-14480.611735,7.92,14495.58445747716622514018069509664,1828.36,201203,500,1731675825970620529
1685145707000,USDC,WETH,10000,-5.464744446181206688,10006.09133586807265144705306972839,1829.91,201204,500,1731675825970620529
1685145707000,USDC,WETH,-70736.152849,38.691737723410355936,70812.43707016553267406927785712775,1828.20,201205,500,1731675825970620529
1685145719000,USDC,WETH,1059.590069,-0.579032230009054748,1060.229395774170319157277709142363,1829.93,201204,500,1731675825970620529
1685145755000,USDC,WETH,4706.020238,-2.571674772811934463,4708.845588642275399382826073026814,1829.94,201204,500,1731675825970620529
1685145767000,USDC,WETH,-53875.566246,29.472076584667395057,53936.2839117505953114568537958349,1828.02,201205,500,1731675825970620529
1685145767000,USDC,WETH,457.437086,-0.25,457.7361752593802470056875219411817,1829.75,201205,500,1731675825970620529
1685145779000,USDC,WETH,-4263.343518,2.33235734006142679,4268.27558141461648383128995803557,1827.91,201206,500,1731675825970620529
1685145803000,USDC,WETH,70.317944,-0.038430710950885433,70.3642137120656698719979999679613,1829.73,201206,500,1731675825970620529
1685145851000,USDC,WETH,5516.41079,-3.014854304965350104,5520.02457312065590870842645770381,1829.74,201205,500,1731675825970620529
1685145863000,USDC,WETH,-146138.964986,79.96,146318.4819948401782022990970176676,1827.65,201208,500,1731675825970620529
1685145863000,USDC,WETH,-21,0.011491908055682336,21.02739829221946673999154617771891,1827.37,201208,500,1731675825970620529
1685145863000,USDC,WETH,1064.555871,-0.581802007410126876,1065.249608223286633406084732323148,1829.76,201205,500,1731675825970620529
1685145887000,USDC,WETH,-1078.148707,0.59,1079.555965632137382933422551781189,1827.37,201208,500,1731675825970620529
1685145887000,USDC,WETH,1000,-0.546687290473768787,1000.804115402394280608834299809941,1829.20,201208,500,1731675825970620529
1685145899000,USDC,WETH,-913.685352,0.5,914.8779405187604940113750438823635,1827.37,201208,500,1731675825970620529
1685145911000,USDC,WETH,9113.215147,-4.98203593915408224,9120.50387196482284090821576474083,1829.22,201208,500,1731675825970620529
1685145923000,USDC,WETH,44551.120653,-24.35396126994910421,44585.50651122157238584710694598425,1829.32,201207,500,1731675825970620529
1685145935000,USDC,WETH,5962.49223,-3.259237238239657984,5966.937296092992319561244817557785,1829.41,201207,500,1731675825970620529
1685145971000,USDC,WETH,6736.544489,-3.682303583394253968,6741.522036216733516674774604100865,1829.44,201207,500,1731675825970620529
1685146007000,USDC,WETH,395.928315,-0.216419179171690603,396.2193894576766539441333953750018,1829.45,201207,500,1731675825970620529
1685146031000,USDC,WETH,-1600,0.875456246196533286,1601.979666602460468600110171500756,1827.62,201207,500,1731675825970620529
1685146031000,USDC,WETH,-365.52444,0.2,365.9763258075041976045500175529453,1827.62,201207,500,1731675825970620529
1685146031000,USDC,WETH,-1827.611941,1,1829.876499537520988022750087764727,1827.61,201207,500,1731675825970620529
1685146043000,USDC,WETH,5200,-2.842388449791284828,5203.828290930441454956255999230165,1829.45,201207,500,1731675825970620529
1685146055000,USDC,WETH,-310.696765,0.17,311.0803724363785679638675149200035,1827.63,201207,500,1731675825970620529
1685146055000,USDC,WETH,100,-0.05466101485972308,100.0733448002743179729723542533708,1829.46,201207,500,1731675825970620529
1685146091000,USDC,WETH,25646,-14.017997360944599843,25664.4742584870926289532716166212,1829.51,201206,500,1731675825970620529
1685146103000,USDC,WETH,4573.907005,-2.5,4577.129825093802470056875219411817,1829.56,201206,500,1731675825970620529
1685146115000,USDC,WETH,207240,-113.248001232036877351,207363.1564010738508802663315368531,1829.97,201202,500,1731675825970620529
1685146139000,USDC,WETH,-68639.168176,37.540560990489772032,68709.3856549232883737351308358061,1828.40,201204,500,1731675825970620529
1685146139000,USDC,WETH,-20000,10.93953380423569958,20021.38451947004187177887520726434,1828.23,201204,500,1731675825970620529
1685146175000,USDC,WETH,-914.095834,0.5,915.0831815187604940113750438823635,1828.19,201204,500,1731675825970620529
1685146175000,USDC,WETH,50,-0.027322111931060323,50.02898153110879425604241865090845,1830.02,201204,500,1731675825970620529
1685146199000,USDC,WETH,-41.172918,0.022521153608322633,41.21742410051138914977924543407363,1828.19,201204,500,1731675825970620529
1685146199000,USDC,WETH,-376.077386,0.205710292137824092,376.4838291471595102748443873022859,1828.19,201204,500,1731675825970620529
1685146235000,USDC,WETH,121100,-66.166433256143403048,121163.1195174811096797534221076994,1830.23,201202,500,1731675825970620529
1685146247000,USDC,WETH,-1828.616387,1,1830.378722537520988022750087764727,1828.62,201202,500,1731675825970620529
1685146247000,USDC,WETH,418.632625,-0.228704897811420463,418.8261292315801195133615169526101,1830.45,201202,500,1731675825970620529
1685146259000,USDC,WETH,-74834.74762,40.927290907408598617,74909.6588436223173461643449929213,1828.48,201203,500,1731675825970620529
1685146271000,USDC,WETH,507.358685,-0.277218186905477087,507.63075363732276835603792399768,1830.18,201203,500,1731675825970620529
